"","Approved Symbol","Protein_Name","Chromosome","Chromosome band","UniProt ID(supplied by UniProt)","arm"
"37846","TRT-TGT6-1","TRT-TGT6-1","5","5q35.3",NA,"q"
"37847","TRU-TCA1-1","TRU-TCA1-1","19","19q13.2-q13.3",NA,"q"
"37848","TRU-TCA2-1","TRU-TCA2-1","22","22q11",NA,"q"
"37849","TRU-TCA3-1","TRU-TCA3-1","17","17q21.1",NA,"q"
"37850","TRUB1","TRUB1","10","10q25.3","Q8WWH5","q"
"37851","TRUB2","TRUB2","9","9q34.11","O95900","q"
"37852","TRUND-NNN1-1","TRUND-NNN1-1","6","6",NA,""
"37853","TRUND-NNN2-1","TRUND-NNN10-1","8","8",NA,""
"37854","TRUND-NNN3-1","TRUND-NNN2-1","1","1",NA,""
"37855","TRUND-NNN4-1","TRUND-NNN3-1","1","1",NA,""
"37856","TRUND-NNN5-1","TRUND-NNN4-1","17","17",NA,""
"37857","TRUND-NNN6-1","TRUND-NNN5-1","17","17",NA,""
"37858","TRUND-NNN7-1","TRUND-NNN6-1","1","1",NA,""
"37859","TRUND-NNN8-1","TRUND-NNN7-1","1","1",NA,""
"37860","TRUND-NNN9-1","TRUND-NNN8-1","2","2",NA,""
"37861","TRUND-NNN10-1","TRUND-NNN9-1","19","19",NA,""
"37862","TRV-AAC1-1","TRV-AAC1-1","3","3",NA,""
"37863","TRV-AAC1-2","TRV-AAC1-2","5","5",NA,""
"37864","TRV-AAC1-3","TRV-AAC1-3","5","5",NA,""
"37865","TRV-AAC1-4","TRV-AAC1-4","5","5q35.3",NA,"q"
"37866","TRV-AAC1-5","TRV-AAC1-5","6","6p22.1",NA,"p"
"37867","TRV-AAC2-1","TRV-AAC2-1","5","5",NA,""
"37868","TRV-AAC3-1","TRV-AAC3-1","6","6p22.1",NA,"p"
"37869","TRV-AAC4-1","TRV-AAC4-1","6","6",NA,""
"37870","TRV-AAC5-1","TRV-AAC5-1","6","6",NA,""
"37871","TRV-AAC6-1","TRV-AAC6-1","6","6",NA,""
"37872","TRV-AAC7-1","TRV-AAC7-1","1","1",NA,""
"37873","TRV-CAC1-1","TRV-CAC1-1","1","1",NA,""
"37874","TRV-CAC1-2","TRV-CAC1-2","5","5q35.3",NA,"q"
"37875","TRV-CAC1-3","TRV-CAC1-3","5","5q35.3",NA,"q"
"37876","TRV-CAC1-4","TRV-CAC1-4","5","5",NA,""
"37877","TRV-CAC1-5","TRV-CAC1-5","5","5q35.3",NA,"q"
"37878","TRV-CAC1-6","TRV-CAC1-6","6","6",NA,""
"37879","TRV-CAC2-1","TRV-CAC10-1","6","6",NA,""
"37880","TRV-CAC3-1","TRV-CAC11-1","19","19",NA,""
"37881","TRV-CAC4-1","TRV-CAC11-2","1","1",NA,""
"37882","TRV-CAC5-1","TRV-CAC12-1","1","1",NA,""
"37883","TRV-CAC6-1","TRV-CAC13-1","6","6",NA,""
"37884","TRV-CAC7-1","TRV-CAC14-1","6","6",NA,""
"37885","TRV-CAC8-1","TRV-CAC2-1","1","1",NA,""
"37886","TRV-CAC9-1","TRV-CAC3-1","6","6",NA,""
"37887","TRV-CAC10-1","TRV-CAC4-1","1","1",NA,""
"37888","TRV-CAC11-1","TRV-CAC5-1","1","1",NA,""
"37889","TRV-CAC11-2","TRV-CAC6-1","1","1p36.13",NA,"p"
"37890","TRV-CAC12-1","TRV-CAC7-1","6","6",NA,""
"37891","TRV-CAC13-1","TRV-CAC8-1","1","1p36.13",NA,"p"
"37892","TRV-CAC14-1","TRV-CAC9-1","20","20q13.12",NA,"q"
"37893","TRV-TAC1-1","TRV-TAC1-1","11","11",NA,""
"37894","TRV-TAC1-2","TRV-TAC1-2","X","X",NA,"X"
"37895","TRV-TAC2-1","TRV-TAC2-1","11","11",NA,""
"37896","TRV-TAC3-1","TRV-TAC3-1","10","10",NA,""
"37897","TRV-TAC4-1","TRV-TAC4-1","6","6",NA,""
"37898","TRW-CCA1-1","TRW-CCA1-1","17","17",NA,""
"37899","TRW-CCA2-1","TRW-CCA2-1","17","17",NA,""
"37900","TRW-CCA3-1","TRW-CCA3-1","6","6",NA,""
"37901","TRW-CCA3-2","TRW-CCA3-2","6","6",NA,""
"37902","TRW-CCA3-3","TRW-CCA3-3","17","17",NA,""
"37903","TRW-CCA4-1","TRW-CCA4-1","12","12",NA,""
"37904","TRW-CCA5-1","TRW-CCA5-1","7","7",NA,""
"37905","TRW-CCA6-1","TRW-CCA6-1","9","9",NA,""
"37906","TRW-CCA7-1","TRW-CCA7-1","11","11p11.2",NA,"p"
"37907","TRX-CAT1-1","TRX-CAT1-1","1","1q21.3",NA,"q"
"37908","TRX-CAT1-2","TRX-CAT1-2","6","6p22.1",NA,"p"
"37909","TRX-CAT1-3","TRX-CAT1-3","6","6",NA,""
"37910","TRX-CAT1-4","TRX-CAT1-4","6","6",NA,""
"37911","TRX-CAT1-5","TRX-CAT1-5","6","6",NA,""
"37912","TRX-CAT1-6","TRX-CAT1-6","6","6",NA,""
"37913","TRX-CAT1-7","TRX-CAT1-7","6","6",NA,""
"37914","TRX-CAT1-8","TRX-CAT1-8","17","17",NA,""
"37915","TRX-CAT2-1","TRX-CAT2-1","6","6p22.1",NA,"p"
"37916","TRX-CAT3-1","TRX-CAT3-1","9","9",NA,""
"37917","TRY-ATA1-1","TRY-ATA1-1","2","2",NA,""
"37918","TRY-GTA1-1","TRY-GTA1-1","6","6",NA,""
"37919","TRY-GTA2-1","TRY-GTA10-1","2","2",NA,""
"37920","TRY-GTA3-1","TRY-GTA11-1","6","6",NA,""
"37921","TRY-GTA4-1","TRY-GTA12-1","14","14",NA,""
"37922","TRY-GTA5-1","TRY-GTA2-1","8","8",NA,""
"37923","TRY-GTA5-2","TRY-GTA3-1","8","8",NA,""
"37924","TRY-GTA5-3","TRY-GTA4-1","14","14",NA,""
"37925","TRY-GTA5-4","TRY-GTA5-1","14","14q11.2",NA,"q"
"37926","TRY-GTA5-5","TRY-GTA5-2","14","14",NA,""
"37927","TRY-GTA6-1","TRY-GTA5-3","6","6",NA,""
"37928","TRY-GTA7-1","TRY-GTA5-4","14","14q11.2",NA,"q"
"37929","TRY-GTA8-1","TRY-GTA5-5","6","6",NA,""
"37930","TRY-GTA9-1","TRY-GTA6-1","8","8",NA,""
"37931","TRY-GTA10-1","TRY-GTA7-1","7","7",NA,""
"37932","TRY-GTA11-1","TRY-GTA8-1","7","7q36.1",NA,"q"
"37933","TRY-GTA12-1","TRY-GTA9-1","15","15q26.1",NA,"q"
"37934","TSACC","TSACC","1","1q22","Q96A04","q"
"37935","TSC1","TSC1","9","9q34","Q92574","q"
"37936","TSC2","TSC2","16","16p13.3","P49815","p"
"37937","TSC22D1","TSC22D1","13","13q14.11","Q15714","q"
"37938","TSC22D1-AS1","TSC22D1-AS1","13","13q14.11",NA,"q"
"37939","TSC22D2","TSC22D2","3","3q25.1","O75157","q"
"37940","TSC22D3","TSC22D3","X","Xq22.3","Q99576","q"
"37941","TSC22D4","TSC22D4","7","7q22.1","Q9Y3Q8","q"
"37942","TSEN2","TSEN15","3","3p25.2","Q8NCE0","p"
"37943","TSEN2P1","TSEN15P1","4","4q34.2",NA,"q"
"37944","TSEN15","TSEN15P2","1","1q25.3","Q8WW01","q"
"37945","TSEN15P1","TSEN15P3","17","17p11.2",NA,"p"
"37946","TSEN15P2","TSEN2","1","1p32.3",NA,"p"
"37947","TSEN15P3","TSEN2P1","7","7p15.3",NA,"p"
"37948","TSEN34","TSEN34","19","19q13.42","Q9BSV6","q"
"37949","TSEN54","TSEN54","17","17q25.1","Q7Z6J9","q"
"37950","TSFM","TSFM","12","12q14.1","P43897","q"
"37951","TSG101","TSG101","11","11p15.1","Q99816","p"
"37952","TSGA10","TSGA10","2","2q11.2","Q9BZW7","q"
"37953","TSGA10IP","TSGA10IP","11","11q13.1","Q3SY00","q"
"37954","TSGA13","TSGA13","7","7q32.2","Q96PP4","q"
"37955","TSHB","TSHB","1","1p13.2","P01222","p"
"37956","TSHR","TSHR","14","14q24-q31","P16473","q"
"37957","TSHRL1","TSHRL1","1","1q",NA,"q"
"37958","TSHRL2","TSHRL2","8","8",NA,""
"37959","TSHRL3","TSHRL3","10","10",NA,""
"37960","TSHZ1","TSHZ1","18","18q22.3","Q6ZSZ6","q"
"37961","TSHZ2","TSHZ2","20","20q13.2","Q9NRE2","q"
"37962","TSHZ3","TSHZ3","19","19q12","Q63HK5","q"
"37963","TSIX","TSIX","X","Xq13.2",NA,"q"
"37964","TSKS","TSKS","19","19q13.33","Q9UJT2","q"
"37965","TSKU","TSKU","11","11q13.5","Q8WUA8","q"
"37966","TSLP","TSLP","5","5q22.1","Q969D9","q"
"37967","TSN","TSN","2","2q14.3","Q15631","q"
"37968","TSNARE1","TSNARE1","8","8q24.3","Q96NA8","q"
"37969","TSNAX","TSNAX","1","1q42.2","Q99598","q"
"37970","TSNAX-DISC1","TSNAX-DISC1","1","1q42.2",NA,"q"
"37971","TSNAXIP1","TSNAXIP1","16","16q22.1","Q2TAA8","q"
"37972","TSPAN1","TSPAN1","1","1p34.1","O60635","p"
"37973","TSPAN2","TSPAN10","1","1p13.2","O60636","p"
"37974","TSPAN3","TSPAN11","15","15q24.3","O60637","q"
"37975","TSPAN4","TSPAN12","11","11p15.5","O14817","p"
"37976","TSPAN5","TSPAN13","4","4q23","P62079","q"
"37977","TSPAN6","TSPAN14","X","Xq22.1","O43657","q"
"37978","TSPAN7","TSPAN15","X","Xp11.4","P41732","p"
"37979","TSPAN8","TSPAN16","12","12q21.1","P19075","q"
"37980","TSPAN9","TSPAN17","12","12p13.33-p13.32","O75954","p"
"37981","TSPAN9-IT1","TSPAN18","12","12p13.33",NA,"p"
"37982","TSPAN10","TSPAN19","17","17q25.3","Q9H1Z9","q"
"37983","TSPAN11","TSPAN2","12","12p11.21","A1L157","p"
"37984","TSPAN12","TSPAN3","7","7q31.31","O95859","q"
"37985","TSPAN13","TSPAN31","7","7p21.1","O95857","p"
"37986","TSPAN14","TSPAN32","10","10q23.1","Q8NG11","q"
"37987","TSPAN15","TSPAN33","10","10q22.1","O95858","q"
"37988","TSPAN16","TSPAN4","19","19p13.2","Q9UKR8","p"
"37989","TSPAN17","TSPAN5","5","5q35.2","Q96FV3","q"
"37990","TSPAN18","TSPAN6","11","11p11.2","Q96SJ8","p"
"37991","TSPAN19","TSPAN7","12","12q21.31","P0C672","q"
"37992","TSPAN31","TSPAN8","12","12q14.1","Q12999","q"
"37993","TSPAN32","TSPAN9","11","11p15.5","Q96QS1","p"
"37994","TSPAN33","TSPAN9-IT1","7","7q32.1","Q86UF1","q"
"37995","TSPEAR","TSPEAR","21","21q22.3","Q8WU66","q"
"37996","TSPEAR-AS1","TSPEAR-AS1","21","21q22.3",NA,"q"
"37997","TSPEAR-AS2","TSPEAR-AS2","21","21q22.3","P59090","q"
"37998","TSPO","TSPO","22","22q13.2","B1AH88, P30536","q"
"37999","TSPO2","TSPO2","6","6p21.1","Q5TGU0","p"
"38000","TSPOAP1","BZRAP1","17","17q22","O95153","q"
"38001","TSPOAP1-AS1","TSPOAP1-AS1","17","17q22",NA,"q"
"38002","TSPY1","TSPY1","Y","Yp11.2","Q01534","p"
"38003","TSPY2","TSPY10","Y","Yp11.2","A6NKD2","p"
"38004","TSPY3","TSPY11P","Y","Yp11.2","P0CV98","p"
"38005","TSPY4","TSPY12P","Y","Yp11.2","P0CV99","p"
"38006","TSPY5P","TSPY13P","Y","Yp11.2",NA,"p"
"38007","TSPY6P","TSPY14P","Y","Yp11.2",NA,"p"
"38008","TSPY7P","TSPY15P","Y","Yp11.2",NA,"p"
"38009","TSPY8","TSPY16P","Y","Yp11.2","P0CW00","p"
"38010","TSPY9P","TSPY17P","Y","Yp11.2",NA,"p"
"38011","TSPY10","TSPY18P","Y","Yp11.2","P0CW01","p"
"38012","TSPY11P","TSPY19P","Y","Yp11.2",NA,"p"
"38013","TSPY12P","TSPY2","Y","Yp11.2",NA,"p"
"38014","TSPY13P","TSPY20P","Y","Yp11.2",NA,"p"
"38015","TSPY14P","TSPY21P","Y","Yq11.223",NA,"q"
"38016","TSPY15P","TSPY22P","Y","Yp11.2",NA,"p"
"38017","TSPY16P","TSPY23P","Y","Yp11.2",NA,"p"
"38018","TSPY17P","TSPY24P","Y","Yp11.2",NA,"p"
"38019","TSPY18P","TSPY25P","Y","Yp11.2",NA,"p"
"38020","TSPY19P","TSPY26P","Y","Yp11.2",NA,"p"
"38021","TSPY20P","TSPY3","Y","Yp11.2",NA,"p"
"38022","TSPY21P","TSPY4","Y","Yq11.223",NA,"q"
"38023","TSPY22P","TSPY5P","Y","Yq11.223",NA,"q"
"38024","TSPY23P","TSPY6P","Y","Yq11.223",NA,"q"
"38025","TSPY24P","TSPY7P","Y","Yp11.2",NA,"p"
"38026","TSPY25P","TSPY8","Y","Yp11.2",NA,"p"
"38027","TSPY26P","TSPY9P","20","20q11.21","Q9H489","q"
"38028","TSPYL1","TSPYL1","6","6q22.1","Q9H0U9","q"
"38029","TSPYL2","TSPYL2","X","Xp11.22","Q9H2G4","p"
"38030","TSPYL4","TSPYL4","6","6q22.1","Q9UJ04","q"
"38031","TSPYL5","TSPYL5","8","8q22.1","Q86VY4","q"
"38032","TSPYL6","TSPYL6","2","2p16.2","Q8N831","p"
"38033","TSR1","TSR1","17","17p13.3","Q2NL82","p"
"38034","TSR2","TSR2","X","Xp11.22","Q969E8","p"
"38035","TSR3","TSR3","16","16p13.3","Q9UJK0","p"
"38036","TSSC1","TSSC1","2","2p25.3","Q53HC9","p"
"38037","TSSC1-IT1","TSSC1-IT1","2","2p25.3",NA,"p"
"38038","TSSC2","TSSC2","11","11p15.4",NA,"p"
"38039","TSSC4","TSSC4","11","11p15.5","Q9Y5U2","p"
"38040","TSSK1A","TSSK1A","22","22q11.21",NA,"q"
"38041","TSSK1B","TSSK1B","5","5q22.2","Q9BXA7","q"
"38042","TSSK2","TSSK2","22","22q11.21","Q96PF2","q"
"38043","TSSK3","TSSK3","1","1p35.1","Q96PN8","p"
"38044","TSSK4","TSSK4","14","14q12","Q6SA08","q"
"38045","TSSK5P","TSSK5P","8","8q24.3",NA,"q"
"38046","TSSK6","TSSK6","19","19p13.11","Q9BXA6","p"
"38047","TST","TST","22","22q12.3","Q16762","q"
"38048","TSTA3","TSTA3","8","8q24.3","Q13630","q"
"38049","TSTD1","TSTD1","1","1q23.3","Q8NFU3","q"
"38050","TSTD2","TSTD2","9","9q22.33","Q5T7W7","q"
"38051","TSTD3","TSTD3","6","6q16.2","H0UI37","q"
"38052","TTBK1","TTBK1","6","6p21.1","Q5TCY1","p"
"38053","TTBK2","TTBK2","15","15q15.2","Q6IQ55","q"
"38054","TTC1","TTC1","5","5q33.3","Q99614","q"
"38055","TTC3","TTC12","21","21q22.13","P53804","q"
"38056","TTC3-AS1","TTC13","21","21q22.13",NA,"q"
"38057","TTC3P1","TTC14","X","Xq13.3",NA,"q"
"38058","TTC4","TTC16","1","1p32.3","O95801","p"
"38059","TTC4P1","TTC17","7","7p12.3",NA,"p"
"38060","TTC5","TTC19","14","14q11.2","Q8N0Z6","q"
"38061","TTC6","TTC21A","14","14q21.1","Q86TZ1","q"
"38062","TTC7A","TTC21B","2","2p21","Q9ULT0","p"
"38063","TTC7B","TTC21B-AS1","14","14q32.12","Q86TV6","q"
"38064","TTC8","TTC22","14","14q31.3","Q8TAM2","q"
"38065","TTC9","TTC23","14","14q24.2","Q92623","q"
"38066","TTC9B","TTC23L","19","19q13.2","Q8N6N2","q"
"38067","TTC9C","TTC24","11","11q12.3","Q8N5M4","q"
"38068","TTC12","TTC25","11","11q23.2","Q9H892","q"
"38069","TTC13","TTC26","1","1q42.2","Q8NBP0","q"
"38070","TTC14","TTC27","3","3q26.33","Q96N46","q"
"38071","TTC16","TTC28","9","9q34.11","Q8NEE8","q"
"38072","TTC17","TTC28-AS1","11","11p12-p11.2","Q96AE7","p"
"38073","TTC19","TTC29","17","17p12","Q6DKK2","p"
"38074","TTC21A","TTC3","3","3p22.2","Q8NDW8","p"
"38075","TTC21B","TTC3-AS1","2","2q24.3","Q7Z4L5","q"
"38076","TTC21B-AS1","TTC30A","2","2q24.3",NA,"q"
"38077","TTC22","TTC30B","1","1p32.3","Q5TAA0","p"
"38078","TTC23","TTC31","15","15q26.3","Q5W5X9","q"
"38079","TTC23L","TTC32","5","5p13.2","Q6PF05","p"
"38080","TTC24","TTC33","1","1q22","A2A3L6","q"
"38081","TTC25","TTC34","17","17q21.2","Q96NG3","q"
"38082","TTC26","TTC36","7","7q34","A0AVF1","q"
"38083","TTC27","TTC37","2","2p22.3","Q6P3X3","p"
"38084","TTC28","TTC38","22","22q12.1","Q96AY4","q"
"38085","TTC28-AS1","TTC39A","22","22q12.1",NA,"q"
"38086","TTC29","TTC39A-AS1","4","4q31.22","Q8NA56","q"
"38087","TTC30A","TTC39B","2","2q31.2","Q86WT1","q"
"38088","TTC30B","TTC39C","2","2q31.2","Q8N4P2","q"
"38089","TTC31","TTC39C-AS1","2","2p13.1","Q49AM3","p"
"38090","TTC32","TTC39CP1","2","2p24.1","Q5I0X7","p"
"38091","TTC33","TTC39DP","5","5p13.1","Q6PID6","p"
"38092","TTC34","TTC3P1","1","1p36.32","A8MYJ7","p"
"38093","TTC36","TTC4","11","11q23.3","A6NLP5","q"
"38094","TTC37","TTC41P","5","5q15","Q6PGP7","q"
"38095","TTC38","TTC4P1","22","22q13.31","Q5R3I4","q"
"38096","TTC39A","TTC5","1","1p32.3","Q5SRH9","p"
"38097","TTC39A-AS1","TTC6","1","1p32.3",NA,"p"
"38098","TTC39B","TTC7A","9","9p22.3","Q5VTQ0","p"
"38099","TTC39C","TTC7B","18","18q11.2","Q8N584","q"
"38100","TTC39C-AS1","TTC8","18","18q11.2",NA,"q"
"38101","TTC39CP1","TTC9","4","4q26",NA,"q"
"38102","TTC39DP","TTC9B","2","2p22.1",NA,"p"
"38103","TTC41P","TTC9C","12","12q23.3","Q6P2S7","q"
"38104","TTF1","TTF1","9","9q34.13","Q15361","q"
"38105","TTF2","TTF2","1","1p13.1","Q9UNY4","p"
"38106","TTI1","TTI1","20","20q11.23","O43156","q"
"38107","TTI2","TTI2","8","8p12","Q6NXR4","p"
"38108","TTK","TTK","6","6q14.1","P33981","q"
"38109","TTL","TTL","2","2q14.1","Q8NG68","q"
"38110","TTLL1","TTLL1","22","22q13.2","O95922","q"
"38111","TTLL2","TTLL10","6","6q27","Q9BWV7","q"
"38112","TTLL3","TTLL10-AS1","3","3p25.3","Q9Y4R7","p"
"38113","TTLL4","TTLL11","2","2q35","Q14679","q"
"38114","TTLL5","TTLL11-IT1","14","14q24.3","Q6EMB2","q"
"38115","TTLL6","TTLL12","17","17q21.32","Q8N841","q"
"38116","TTLL7","TTLL13P","1","1p31.1","Q6ZT98","p"
"38117","TTLL7-IT1","TTLL2","1","1p31.1",NA,"p"
"38118","TTLL8","TTLL3","22","22q13.33","A6PVC2","q"
"38119","TTLL9","TTLL4","20","20q11","Q3SXZ7","q"
"38120","TTLL10","TTLL5","1","1p36.33","Q6ZVT0","p"
"38121","TTLL10-AS1","TTLL6","1","1p36.33",NA,"p"
"38122","TTLL11","TTLL7","9","9q33.2","Q8NHH1","q"
"38123","TTLL11-IT1","TTLL7-IT1","9","9q34.11",NA,"q"
"38124","TTLL12","TTLL8","22","22q13.2","Q14166","q"
"38125","TTLL13P","TTLL9","15","15q26.1","A6NNM8","q"
"38126","TTN","TTN","2","2q31.2","Q8WZ42","q"
"38127","TTN-AS1","TTN-AS1","2","2q31.2",NA,"q"
"38128","TTPA","TTPA","8","8q12.3","P49638","q"
"38129","TTPAL","TTPAL","20","20q13.12","Q9BTX7","q"
"38130","TTR","TTR","18","18q12.1","P02766","q"
"38131","TTTY1","TTTY1","Y","Yp11.2",NA,"p"
"38132","TTTY1B","TTTY10","Y","Yp11.2",NA,"p"
"38133","TTTY2","TTTY11","Y","Yp11.2",NA,"p"
"38134","TTTY2B","TTTY12","Y","Yp11.2",NA,"p"
"38135","TTTY3","TTTY13","Y","Yq11.23",NA,"q"
"38136","TTTY3B","TTTY13B","Y","Yq11.23",NA,"q"
"38137","TTTY4","TTTY13C","Y","Yq11.223",NA,"q"
"38138","TTTY4B","TTTY14","Y","Yq11.23",NA,"q"
"38139","TTTY4C","TTTY15","Y","Yq11.23",NA,"q"
"38140","TTTY5","TTTY16","Y","Yq11.223",NA,"q"
"38141","TTTY6","TTTY17A","Y","Yq11.223",NA,"q"
"38142","TTTY6B","TTTY17B","Y","Yq11.223",NA,"q"
"38143","TTTY7","TTTY17C","Y","Yp11.2",NA,"p"
"38144","TTTY7B","TTTY18","Y","Yp11.2",NA,"p"
"38145","TTTY8","TTTY19","Y","Yp11.2",NA,"p"
"38146","TTTY8B","TTTY1B","Y","Yp11.2",NA,"p"
"38147","TTTY9A","TTTY2","Y","Yq11.222",NA,"q"
"38148","TTTY9B","TTTY20","Y","Yq11.222",NA,"q"
"38149","TTTY10","TTTY21","Y","Yq11.223","Q9BZA0","q"
"38150","TTTY11","TTTY21B","Y","Yp11.2",NA,"p"
"38151","TTTY12","TTTY22","Y","Yp11.2","Q9BZ98","p"
"38152","TTTY13","TTTY23","Y","Yq11.223","Q9BZ97","q"
"38153","TTTY13B","TTTY23B","Y","Yp11.2",NA,"p"
"38154","TTTY13C","TTTY24P","Y","Yp11.2",NA,"p"
"38155","TTTY14","TTTY25P","Y","Yq11.222",NA,"q"
"38156","TTTY15","TTTY26P","Y","Yq11.221",NA,"q"
"38157","TTTY16","TTTY27P","Y","Yp11.2",NA,"p"
"38158","TTTY17A","TTTY28P","Y","Yq11.223",NA,"q"
"38159","TTTY17B","TTTY29P","Y","Yq11.23",NA,"q"
"38160","TTTY17C","TTTY2B","Y","Yq11.23",NA,"q"
"38161","TTTY18","TTTY3","Y","Yp11.2",NA,"p"
"38162","TTTY19","TTTY30P","Y","Yp11.2",NA,"p"
"38163","TTTY20","TTTY31P","Y","Yp11.2",NA,"p"
"38164","TTTY21","TTTY3B","Y","Yp11.2",NA,"p"
"38165","TTTY21B","TTTY4","Y","Yp11.2",NA,"p"
"38166","TTTY22","TTTY4B","Y","Yp11.2",NA,"p"
"38167","TTTY23","TTTY4C","Y","Yp11.2",NA,"p"
"38168","TTTY23B","TTTY5","Y","Yp11.2",NA,"p"
"38169","TTTY24P","TTTY6","Y","Yp11.2",NA,"p"
"38170","TTTY25P","TTTY6B","Y","Yq11.223",NA,"q"
"38171","TTTY26P","TTTY7","Y","Yp11.2",NA,"p"
"38172","TTTY27P","TTTY7B","Y","Yp11.2",NA,"p"
"38173","TTTY28P","TTTY8","Y","Yq11.23",NA,"q"
"38174","TTTY29P","TTTY8B","Y","Yq11.223",NA,"q"
"38175","TTTY30P","TTTY9A","Y","Yp11.2",NA,"p"
"38176","TTTY31P","TTTY9B","Y","Yp11.2",NA,"p"
"38177","TTYH1","TTYH1","19","19q13.42","Q9H313","q"
"38178","TTYH2","TTYH2","17","17q25.1","Q9BSA4","q"
"38179","TTYH3","TTYH3","7","7p22.3","Q9C0H2","p"
"38180","TUB","TUB","11","11p15.4","P50607","p"
"38181","TUB-AS1","TUB-AS1","11","11p15.4",NA,"p"
"38182","TUBA1A","TUBA1A","12","12q13.12","Q71U36","q"
"38183","TUBA1B","TUBA1B","12","12q13.12","P68363","q"
"38184","TUBA1C","TUBA1C","12","12q13.12","Q9BQE3","q"
"38185","TUBA3C","TUBA3C","13","13q12.11","Q13748","q"
"38186","TUBA3D","TUBA3D","2","2q21.1","Q13748","q"
"38187","TUBA3E","TUBA3E","2","2q21.1","Q6PEY2","q"
"38188","TUBA3FP","TUBA3FP","22","22q11.21",NA,"q"
"38189","TUBA3GP","TUBA3GP","22","22q11.21",NA,"q"
"38190","TUBA4A","TUBA4A","2","2q35","P68366","q"
"38191","TUBA4B","TUBA4B","2","2q35","Q9H853","q"
"38192","TUBA8","TUBA8","22","22q11.21","Q9NY65","q"
"38193","TUBAL3","TUBAL3","10","10p15.1","A6NHL2","p"
"38194","TUBAP","TUBAP","21","21q21.2",NA,"q"
"38195","TUBAP2","TUBAP2","11","11q14.3",NA,"q"
"38196","TUBAP3","TUBAP3","3","3p21.33",NA,"p"
"38197","TUBAP4","TUBAP4","15","15q25.2",NA,"q"
"38198","TUBB","TUBB","6","6p21.33","P07437","p"
"38199","TUBB1","TUBB1","20","20q13.32","Q9H4B7","q"
"38200","TUBB1P1","TUBB1P1","Y","Yq11.222",NA,"q"
"38201","TUBB1P2","TUBB1P2","Y","Yq11.222",NA,"q"
"38202","TUBB2A","TUBB2A","6","6p25.2","Q13885","p"
"38203","TUBB2B","TUBB2B","6","6p25.2","Q9BVA1","p"
"38204","TUBB2BP1","TUBB2BP1","6","6p25.2",NA,"p"
"38205","TUBB3","TUBB3","16","16q24.3","Q13509","q"
"38206","TUBB3P1","TUBB3P1","6","6q15",NA,"q"
"38207","TUBB3P2","TUBB3P2","7","7q33",NA,"q"
"38208","TUBB4A","TUBB4A","19","19p13.3","P04350","p"
"38209","TUBB4AP1","TUBB4AP1","X","Xq25",NA,"q"
"38210","TUBB4B","TUBB4B","9","9q34.3","P68371","q"
"38211","TUBB4BP1","TUBB4BP1","12","12p12.1",NA,"p"
"38212","TUBB4BP2","TUBB4BP2","9","9p13.3",NA,"p"
"38213","TUBB4BP3","TUBB4BP3","X","Xq24",NA,"q"
"38214","TUBB4BP4","TUBB4BP4","11","11q14.3",NA,"q"
"38215","TUBB4BP5","TUBB4BP5","4","4q27",NA,"q"
"38216","TUBB4BP6","TUBB4BP6","9","9q33.1",NA,"q"
"38217","TUBB4BP7","TUBB4BP7","6","6q25.2",NA,"q"
"38218","TUBB6","TUBB6","18","18p11.21","Q9BUF5","p"
"38219","TUBB6P1","TUBB6P1","1","1p34.3",NA,"p"
"38220","TUBB7P","TUBB7P","4","4q35.2",NA,"q"
"38221","TUBB8","TUBB8","10","10p15.3","Q3ZCM7","p"
"38222","TUBB8P1","TUBB8P1","9","9p21.3",NA,"p"
"38223","TUBB8P2","TUBB8P10","6","6q24.2",NA,"q"
"38224","TUBB8P3","TUBB8P11","4","4q25",NA,"q"
"38225","TUBB8P4","TUBB8P12","12","12p11.1",NA,"p"
"38226","TUBB8P5","TUBB8P2","12","12q12",NA,"q"
"38227","TUBB8P6","TUBB8P3","1","1q43",NA,"q"
"38228","TUBB8P7","TUBB8P4","16","16q24.3",NA,"q"
"38229","TUBB8P8","TUBB8P5","3","3q29",NA,"q"
"38230","TUBB8P9","TUBB8P6","1","1q42.13",NA,"q"
"38231","TUBB8P10","TUBB8P7","1","1q42.13",NA,"q"
"38232","TUBB8P11","TUBB8P8","1","1p36.33",NA,"p"
"38233","TUBB8P12","TUBB8P9","18","18p11.32",NA,"p"
"38234","TUBBP1","TUBBP1","8","8p12",NA,"p"
"38235","TUBBP2","TUBBP10","13","13q14.11",NA,"q"
"38236","TUBBP3","TUBBP11","14","14q21.2",NA,"q"
"38237","TUBBP4","TUBBP2","9","9p13.3",NA,"p"
"38238","TUBBP5","TUBBP3","9","9q34.3",NA,"q"
"38239","TUBBP6","TUBBP4","7","7p11.2",NA,"p"
"38240","TUBBP7","TUBBP5","8","8q22.1",NA,"q"
"38241","TUBBP8","TUBBP6","15","15q13.1",NA,"q"
"38242","TUBBP9","TUBBP7","6","6p21.2",NA,"p"
"38243","TUBBP10","TUBBP8","1","1p32.3",NA,"p"
"38244","TUBBP11","TUBBP9","3","3q13.11",NA,"q"
"38245","TUBD1","TUBD1","17","17q23.1","Q9UJT1","q"
"38246","TUBE1","TUBE1","6","6q21","Q9UJT0","q"
"38247","TUBG1","TUBG1","17","17q21.31","P23258","q"
